id|abbreviation|language|code|country|state|city|district|description
66992||zh_cn|USA0INEKI000|美国|印第安那|埃尔克哈特|埃尔克哈特|美国-印第安那-埃尔克哈特
66993||zh_cn|TLS0000ER000|东帝汶|埃尔梅拉|埃尔梅拉||东帝汶-埃尔梅拉
66994||zh_cn|USA0CAEMT000|美国|加利福尼亚|埃尔蒙特|埃尔蒙特|美国-加利福尼亚-埃尔蒙特
66995||zh_cn|HND0000PA000|洪都拉斯|埃尔帕拉伊索|埃尔帕拉伊索||洪都拉斯-埃尔帕拉伊索
66996||zh_cn|USA0TXELP000|美国|德克萨斯|埃尔帕索|埃尔帕索|美国-德克萨斯-埃尔帕索
66997||zh_cn|GTM0000PR000|危地马拉|埃尔普罗格雷索|埃尔普罗格雷索||危地马拉-埃尔普罗格雷索
66998||zh_cn|TUR000EZR000|土耳其|埃尔祖鲁姆|埃尔祖鲁姆||土耳其-埃尔祖鲁姆
66999||zh_cn|USA0PAEPH000|美国|宾夕法尼亚|埃夫拉塔|埃夫拉塔|美国-宾夕法尼亚-埃夫拉塔
67000||zh_cn|USA0MNEVM000|美国|明尼苏达|埃弗莱斯|埃弗莱斯|美国-明尼苏达-埃弗莱斯
67001||zh_cn|USA0WAPAE000|美国|华盛顿|埃弗里特|埃弗里特|美国-华盛顿-埃弗里特
67002||zh_cn|KAZ000EKB000|哈萨克斯坦|埃基巴斯图兹|埃基巴斯图兹||哈萨克斯坦-埃基巴斯图兹
67003||zh_cn|GBRENGEXE000|英国|英格兰|埃克塞特|埃克塞特|英国-英格兰-埃克塞特
67004||zh_cn|USA0AKKKU000|美国|阿拉斯加|埃库克|埃库克|美国-阿拉斯加-埃库克
67005||zh_cn|USA0AKKEK000|美国|阿拉斯加|埃阔克|埃阔克|美国-阿拉斯加-埃阔克
67006||zh_cn|TUR000ELA000|土耳其|埃拉泽|埃拉泽||土耳其-埃拉泽
67007||zh_cn|USA000ERR000|美国|埃勒尔|埃勒尔||美国-埃勒尔
67008||zh_cn|USA0AKELW000|美国|阿拉斯加|埃勒马尔|埃勒马尔|美国-阿拉斯加-埃勒马尔
67009||zh_cn|CRI00000H000|哥斯达黎加|埃雷迪亚|埃雷迪亚||哥斯达黎加-埃雷迪亚
67010||zh_cn|ARM000EVN000|亚美尼亚|埃里温市|埃里温市||亚美尼亚-埃里温市
67011||zh_cn|USA0AKELI000|美国|阿拉斯加|埃利姆|埃利姆|美国-阿拉斯加-埃利姆
67012||zh_cn|RUS000ESL000|俄罗斯|埃利斯塔|埃利斯塔||俄罗斯-埃利斯塔
67013||zh_cn|NAM0000ER000|纳米比亚|埃龙戈|埃龙戈||纳米比亚-埃龙戈
67014||zh_cn|USA0WAELN000|美国|华盛顿|埃伦斯堡|埃伦斯堡|美国-华盛顿-埃伦斯堡
67015||zh_cn|NLD000EMM000|荷兰|埃门|埃门||荷兰-埃门
67016||zh_cn|USA0AKEMK000|美国|阿拉斯加|埃莫纳克|埃莫纳克|美国-阿拉斯加-埃莫纳克
67017||zh_cn|MEX000HMO000|墨西哥|埃莫西约|埃莫西约||墨西哥-埃莫西约
67018||zh_cn|USA0GAAHH000|美国|佐治亚|埃默里|埃默里|美国-佐治亚-埃默里
67019||zh_cn|USA0IAAMW000|美国|爱荷华|埃姆斯|埃姆斯|美国-爱荷华-埃姆斯
67020||zh_cn|BEL000WHT000|比利时|埃诺|埃诺||比利时-埃诺
67021||zh_cn|MEX000CAM000|墨西哥|埃佩切|埃佩切||墨西哥-埃佩切
67022||zh_cn|USA0WIEDG000|美国|威斯康星|埃奇伍德|埃奇伍德|美国-威斯康星-埃奇伍德
67023||zh_cn|GUY0000EW000|圭亚那|埃塞奎博群岛-西德梅拉拉|埃塞奎博群岛-西德梅拉拉||圭亚那-埃塞奎博群岛-西德梅拉拉
67024||zh_cn|FIN000ESP000|芬兰|埃斯波|埃斯波||芬兰-埃斯波
67025||zh_cn|TUR000ESK000|土耳其|埃斯基谢希尔|埃斯基谢希尔||土耳其-埃斯基谢希尔
67026||zh_cn|USA0MIESC000|美国|密歇根|埃斯卡纳巴|埃斯卡纳巴|美国-密歇根-埃斯卡纳巴
67027||zh_cn|GTM0000ES000|危地马拉|埃斯昆特拉|埃斯昆特拉||危地马拉-埃斯昆特拉
67028||zh_cn|ECU00000E000|厄瓜多尔|埃斯梅拉尔达斯|埃斯梅拉尔达斯||厄瓜多尔-埃斯梅拉尔达斯
67029||zh_cn|USA0NMESO000|美国|新墨西哥|埃斯帕尼奥拉|埃斯帕尼奥拉|美国-新墨西哥-埃斯帕尼奥拉
67030||zh_cn|NIC0000ES000|尼加拉瓜|埃斯特利|埃斯特利||尼加拉瓜-埃斯特利
67031||zh_cn|USA0IAEST000|美国|爱荷华|埃斯特维尔|埃斯特维尔|美国-爱荷华-埃斯特维尔
67032||zh_cn|TON00000E000|汤加|埃瓦|埃瓦||汤加-埃瓦
67033||zh_cn|USA0AZEVA000|美国|亚利桑那|埃文代尔|埃文代尔|美国-亚利桑那-埃文代尔
67034||zh_cn|USA000AVO000|美国|埃文帕克|埃文帕克||美国-埃文帕克
67035||zh_cn|USA0WYEVD000|美国|怀俄明|埃文斯顿|埃文斯顿|美国-怀俄明-埃文斯顿
67036||zh_cn|USA0WYEVW000|美国|怀俄明|埃文斯顿|埃文斯顿|美国-怀俄明-埃文斯顿
67037||zh_cn|USA0INEVV000|美国|印第安那|埃文斯维尔|埃文斯维尔|美国-印第安那-埃文斯维尔
67038||zh_cn|USA000ICY000|美国|埃希贝|埃希贝||美国-埃希贝
67039||zh_cn|NLD000EIN000|荷兰|埃因霍芬|埃因霍芬||荷兰-埃因霍芬
67040||zh_cn|USA0IAIOW000|美国|爱荷华|艾奥瓦城|艾奥瓦城|美国-爱荷华-艾奥瓦城
67041||zh_cn|USA0IAIFA000|美国|爱荷华|艾奥瓦福尔斯|艾奥瓦福尔斯|美国-爱荷华-艾奥瓦福尔斯
67042||zh_cn|SAU000AHB000|沙特阿拉伯|艾卜哈|艾卜哈||沙特阿拉伯-艾卜哈
67043||zh_cn|USA0IDIDG000|美国|爱达荷|艾达格罗夫|艾达格罗夫|美国-爱达荷-艾达格罗夫
67044||zh_cn|USA0AKADK000|美国|阿拉斯加|艾达克|艾达克|美国-阿拉斯加-艾达克
67045||zh_cn|TUR000AYI000|土耳其|艾登|艾登||土耳其-艾登
67046||zh_cn|USA0MIIMT000|美国|密歇根|艾恩蒙廷|艾恩蒙廷|美国-密歇根-艾恩蒙廷
67047||zh_cn|USA0MIIWD000|美国|密歇根|艾恩伍德|艾恩伍德|美国-密歇根-艾恩伍德
67048||zh_cn|USA0NYELM000|美国|纽约|艾尔迈拉|艾尔迈拉|美国-纽约-艾尔迈拉
67049||zh_cn|TUN0000AR000|突尼斯|艾尔亚奈|艾尔亚奈||突尼斯-艾尔亚奈
67050||zh_cn|ASM000AIT000|美属萨摩亚|艾加伊勒泰|艾加伊勒泰||美属萨摩亚-艾加伊勒泰
67051||zh_cn|FRA000QXB000|法国|艾克斯|艾克斯||法国-艾克斯
67052||zh_cn|USA0SCAIK000|美国|南卡罗来纳|艾肯|艾肯|美国-南卡罗来纳-艾肯
67053||zh_cn|USA000IRB000|美国|艾兰|艾兰||美国-艾兰
67054||zh_cn|USA000ALI000|美国|艾丽斯|艾丽斯||美国-艾丽斯
67055||zh_cn|USA0AKPTC000|美国|阿拉斯加|艾丽斯港|艾丽斯港|美国-阿拉斯加-艾丽斯港
67056||zh_cn|USA0ALAIV000|美国|阿拉巴马|艾丽斯维尔|艾丽斯维尔|美国-阿拉巴马-艾丽斯维尔
67057||zh_cn|ZAF000MAY000|南非|艾利弗山|艾利弗山||南非-艾利弗山
67058||zh_cn|USA0NYISP000|美国|纽约|艾斯利普|艾斯利普|美国-纽约-艾斯利普
67059||zh_cn|USA0NCAEV000|美国|北卡罗来纳|艾许维尔|艾许维尔|美国-北卡罗来纳-艾许维尔
67060||zh_cn|ARE0000AL000|阿拉伯联合酋长国|艾因|艾因||阿拉伯联合酋长国-艾因
67061||zh_cn|DZA000ADE000|阿尔及利亚|艾因·德夫拉|艾因·德夫拉||阿尔及利亚-艾因·德夫拉
67062||zh_cn|DZA000ATE000|阿尔及利亚|艾因·蒂姆尚特|艾因·蒂姆尚特||阿尔及利亚-艾因·蒂姆尚特
67063||zh_cn|IND000AJL000|印度|艾藻尔|艾藻尔||印度-艾藻尔
67064||zh_cn|USA0IDIDA000|美国|爱达荷|爱达荷福尔斯|爱达荷福尔斯|美国-爱达荷-爱达荷福尔斯
67065||zh_cn|USA000EDW000|美国|爱德华空军基地|爱德华空军基地||美国-爱德华空军基地
67066||zh_cn|GBRSCTEDH000|英国|苏格兰|爱丁堡|爱丁堡|英国-苏格兰-爱丁堡
67067||zh_cn|ALB0000EL000|阿尔巴尼亚|爱尔巴桑|爱尔巴桑||阿尔巴尼亚-爱尔巴桑
67068||zh_cn|DEU000ERF000|德国|爱尔福特|爱尔福特||德国-爱尔福特
67069||zh_cn|USA0CAJEM000|美国|加利福尼亚|爱莫利维尔|爱莫利维尔|美国-加利福尼亚-爱莫利维尔
67070||zh_cn|JPN000038000|日本|爱媛|爱媛||日本-爱媛
67071||zh_cn|JPN000023000|日本|爱知|爱知||日本-爱知
67072||zh_cn|LVA000AIZ000|拉脱维亚|爱兹克劳克雷|爱兹克劳克雷||拉脱维亚-爱兹克劳克雷
67073||zh_cn|TLS0000AM000|东帝汶|安贝诺|安贝诺||东帝汶-安贝诺
67074||zh_cn|USA0AKABL000|美国|阿拉斯加|安布勒|安布勒|美国-阿拉斯加-安布勒
67075||zh_cn|KOR049ASG000|韩国|京畿道|安城市|安城市|韩国-京畿道-安城市
67076||zh_cn|USA0ORONO000|美国|俄勒冈|安大略|安大略|美国-俄勒冈-安大略
67077||zh_cn|USA0CAONT000|美国|加利福尼亚|安大略|安大略|美国-加利福尼亚-安大略
67078||zh_cn|AND000007000|安道尔|安道尔城|安道尔城||安道尔-安道尔城
67079||zh_cn|USA0SCADR000|美国|南卡罗来纳|安德鲁斯|安德鲁斯|美国-南卡罗来纳-安德鲁斯
67080||zh_cn|USA0TXAND000|美国|德克萨斯|安德森|安德森|美国-德克萨斯-安德森
67081||zh_cn|USA0SCAID000|美国|南卡罗来纳|安德森|安德森|美国-南卡罗来纳-安德森
67082||zh_cn|USA000ANY000|美国|安东尼|安东尼||美国-安东尼
67083||zh_cn|KOR043ADG000|韩国|庆尚北道|安东市|安东市|韩国-庆尚北道-安东市
67084||zh_cn|USA000ANQ000|美国|安哥拉城|安哥拉城||美国-安哥拉城
67085||zh_cn|USA000RFK000|美国|安圭拉|安圭拉||美国-安圭拉
67086||zh_cn|USA0NMAXX000|美国|新墨西哥|安吉尔法厄|安吉尔法厄|美国-新墨西哥-安吉尔法厄
67087||zh_cn|USA0WACLM000|美国|华盛顿|安吉利斯港|安吉利斯港|美国-华盛顿-安吉利斯港
67088||zh_cn|UZB0000AN000|乌兹别克斯坦|安集延|安集延||乌兹别克斯坦-安集延
67089||zh_cn|TUR000ANK000|土耳其|安卡拉|安卡拉||土耳其-安卡拉
67090||zh_cn|PER0000AN000|秘鲁|安卡什|安卡什||秘鲁-安卡什
67091|白河县|zh_cn|CHN061009029|中国|陕西|安康|白河县|中国-陕西-安康-白河县
67092|汉滨区|zh_cn|CHN061009002|中国|陕西|安康|汉滨区|中国-陕西-安康-汉滨区
67093|汉阴县|zh_cn|CHN061009021|中国|陕西|安康|汉阴县|中国-陕西-安康-汉阴县
67094|岚皋县|zh_cn|CHN061009025|中国|陕西|安康|岚皋县|中国-陕西-安康-岚皋县
67095|宁陕县|zh_cn|CHN061009023|中国|陕西|安康|宁陕县|中国-陕西-安康-宁陕县
67096|平利县|zh_cn|CHN061009026|中国|陕西|安康|平利县|中国-陕西-安康-平利县
67097|石泉县|zh_cn|CHN061009022|中国|陕西|安康|石泉县|中国-陕西-安康-石泉县
67098|旬阳县|zh_cn|CHN061009028|中国|陕西|安康|旬阳县|中国-陕西-安康-旬阳县
67099|镇坪县|zh_cn|CHN061009027|中国|陕西|安康|镇坪县|中国-陕西-安康-镇坪县
67100|紫阳县|zh_cn|CHN061009024|中国|陕西|安康|紫阳县|中国-陕西-安康-紫阳县
67101||zh_cn|CHN061009000|中国|陕西|安康|安康|中国-陕西-安康
67102||zh_cn|ITA000AOI000|意大利|安科纳|安科纳||意大利-安科纳
67103||zh_cn|USA0AKANC000|美国|阿拉斯加|安克雷奇|安克雷奇|美国-阿拉斯加-安克雷奇
67104||zh_cn|JOR0000AM000|约旦|安曼|安曼||约旦-安曼
67105||zh_cn|DZA000AAE000|阿尔及利亚|安纳巴|安纳巴||阿尔及利亚-安纳巴
67106||zh_cn|USA0MDANP000|美国|马里兰|安纳波利斯|安纳波利斯|美国-马里兰-安纳波利斯
67107||zh_cn|THA000037000|泰国|安纳乍能|安纳乍能||泰国-安纳乍能
67108||zh_cn|USA0MIARB000|美国|密歇根|安娜堡|安娜堡|美国-密歇根-安娜堡
67109||zh_cn|USA0MIANB000|美国|密歇根|安妮斯顿|安妮斯顿|美国-密歇根-安妮斯顿
67110||zh_cn|USA0AKANN000|美国|阿拉斯加|安妮特岛|安妮特岛|美国-阿拉斯加-安妮特岛
67111||zh_cn|LKA000AMP000|斯里兰卡|安帕赖|安帕赖||斯里兰卡-安帕赖
67112||zh_cn|MDG0000AS000|马达加斯加|安齐拉纳纳|安齐拉纳纳||马达加斯加-安齐拉纳纳
67113||zh_cn|USA000AHT000|美国|安奇特卡|安奇特卡||美国-安奇特卡
67114|枞阳县|zh_cn|CHN034008023|中国|安徽|安庆|枞阳县|中国-安徽-安庆-枞阳县
67115|大观区|zh_cn|CHN034008003|中国|安徽|安庆|大观区|中国-安徽-安庆-大观区
67116|怀宁县|zh_cn|CHN034008022|中国|安徽|安庆|怀宁县|中国-安徽-安庆-怀宁县
67117|潜山县|zh_cn|CHN034008024|中国|安徽|安庆|潜山县|中国-安徽-安庆-潜山县
67118|太湖县|zh_cn|CHN034008025|中国|安徽|安庆|太湖县|中国-安徽-安庆-太湖县
67119|桐城市|zh_cn|CHN034008081|中国|安徽|安庆|桐城市|中国-安徽-安庆-桐城市
67120|望江县|zh_cn|CHN034008027|中国|安徽|安庆|望江县|中国-安徽-安庆-望江县
67121|宿松县|zh_cn|CHN034008026|中国|安徽|安庆|宿松县|中国-安徽-安庆-宿松县
67122|宜秀区|zh_cn|CHN034008011|中国|安徽|安庆|宜秀区|中国-安徽-安庆-宜秀区
67123|迎江区|zh_cn|CHN034008002|中国|安徽|安庆|迎江区|中国-安徽-安庆-迎江区
67124|岳西县|zh_cn|CHN034008028|中国|安徽|安庆|岳西县|中国-安徽-安庆-岳西县
67125||zh_cn|CHN034008000|中国|安徽|安庆|安庆|中国-安徽-安庆
67126||zh_cn|ERI0000KE000|厄立特里亚|安塞巴|安塞巴||厄立特里亚-安塞巴
67127||zh_cn|KOR049ASN000|韩国|京畿道|安山市|安山市|韩国-京畿道-安山市
67128||zh_cn|MYS0PKTAS000|马来西亚|霹雳|安顺|安顺|马来西亚-霹雳-安顺
67129|关岭布依族苗族自治县|zh_cn|CHN052004024|中国|贵州|安顺|关岭布依族苗族自治县|中国-贵州-安顺-关岭布依族苗族自治县
67130|平坝县|zh_cn|CHN052004021|中国|贵州|安顺|平坝县|中国-贵州-安顺-平坝县
67131|普定县|zh_cn|CHN052004022|中国|贵州|安顺|普定县|中国-贵州-安顺-普定县
67132|西秀区|zh_cn|CHN052004002|中国|贵州|安顺|西秀区|中国-贵州-安顺-西秀区
67133|镇宁布依族苗族自治县|zh_cn|CHN052004023|中国|贵州|安顺|镇宁布依族苗族自治县|中国-贵州-安顺-镇宁布依族苗族自治县
67134|紫云苗族布依族自治县|zh_cn|CHN052004025|中国|贵州|安顺|紫云苗族布依族自治县|中国-贵州-安顺-紫云苗族布依族自治县
67135||zh_cn|CHN052004000|中国|贵州|安顺|安顺|中国-贵州-安顺
67136||zh_cn|DEU000ANS000|德国|安斯巴格|安斯巴格||德国-安斯巴格
67137||zh_cn|USA000ANW000|美国|安斯沃思|安斯沃思||美国-安斯沃思
67138||zh_cn|VEN00000B000|委内瑞拉|安索阿特吉|安索阿特吉||委内瑞拉-安索阿特吉
67139||zh_cn|TUR000ANT000|土耳其|安塔利亚|安塔利亚||土耳其-安塔利亚
67140||zh_cn|USA000ATE000|美国|安特勒斯|安特勒斯||美国-安特勒斯
67141||zh_cn|BEL000VAN000|比利时|安特卫普|安特卫普||比利时-安特卫普
67142||zh_cn|COL000ANT000|哥伦比亚|安提奥基亚|安提奥基亚||哥伦比亚-安提奥基亚
67143||zh_cn|CHL0000AN000|智利|安托法加斯塔大区|安托法加斯塔大区||智利-安托法加斯塔大区
67144||zh_cn|USA0AKANV000|美国|阿拉斯加|安维克|安维克|美国-阿拉斯加-安维克
67145|安阳县|zh_cn|CHN041005022|中国|河南|安阳|安阳县|中国-河南-安阳-安阳县
67146|北关区|zh_cn|CHN041005003|中国|河南|安阳|北关区|中国-河南-安阳-北关区
67147|滑县|zh_cn|CHN041005026|中国|河南|安阳|滑县|中国-河南-安阳-滑县
67148|林州市|zh_cn|CHN041005081|中国|河南|安阳|林州市|中国-河南-安阳-林州市
67149|龙安区|zh_cn|CHN041005006|中国|河南|安阳|龙安区|中国-河南-安阳-龙安区
67150|内黄县|zh_cn|CHN041005027|中国|河南|安阳|内黄县|中国-河南-安阳-内黄县
67151|汤阴县|zh_cn|CHN041005023|中国|河南|安阳|汤阴县|中国-河南-安阳-汤阴县
67152|文峰区|zh_cn|CHN041005002|中国|河南|安阳|文峰区|中国-河南-安阳-文峰区
67153|殷都区|zh_cn|CHN041005005|中国|河南|安阳|殷都区|中国-河南-安阳-殷都区
67154||zh_cn|CHN041005000|中国|河南|安阳|安阳|中国-河南-安阳
67155||zh_cn|KOR049ANY000|韩国|京畿道|安养市|安养市|韩国-京畿道-安养市
67156|海城市|zh_cn|CHN021003081|中国|辽宁|鞍山|海城市|中国-辽宁-鞍山-海城市
67157|立山区|zh_cn|CHN021003004|中国|辽宁|鞍山|立山区|中国-辽宁-鞍山-立山区
67158|千山区|zh_cn|CHN021003011|中国|辽宁|鞍山|千山区|中国-辽宁-鞍山-千山区
67159|台安县|zh_cn|CHN021003021|中国|辽宁|鞍山|台安县|中国-辽宁-鞍山-台安县
67160|铁东区|zh_cn|CHN021003002|中国|辽宁|鞍山|铁东区|中国-辽宁-鞍山-铁东区
67161|铁西区|zh_cn|CHN021003003|中国|辽宁|鞍山|铁西区|中国-辽宁-鞍山-铁西区
67162|岫岩满族自治县|zh_cn|CHN021003023|中国|辽宁|鞍山|岫岩满族自治县|中国-辽宁-鞍山-岫岩满族自治县
67163||zh_cn|CHN021003000|中国|辽宁|鞍山|鞍山|中国-辽宁-鞍山
67164||zh_cn|USA0AKAGN000|美国|阿拉斯加|昂昆|昂昆|美国-阿拉斯加-昂昆
67165||zh_cn|UKR000051000|乌克兰|敖德萨|敖德萨||乌克兰-敖德萨
67166||zh_cn|SVN000OKR000|斯洛文尼亚|奥巴尔诺-克拉|奥巴尔诺-克拉||斯洛文尼亚-奥巴尔诺-克拉
67167||zh_cn|USA0ALAUN000|美国|阿拉巴马|奥本|奥本|美国-阿拉巴马-奥本
67168||zh_cn|USA0MELEW000|美国|缅因|奥本|奥本|美国-缅因-奥本
67169||zh_cn|DJI00000O000|吉布提|奥博克区|奥博克区||吉布提-奥博克区
67170||zh_cn|NGA000OGB000|尼日利亚|奥博莫绍|奥博莫绍||尼日利亚-奥博莫绍
67171||zh_cn|GHA000OBU000|加纳|奥布阿西|奥布阿西||加纳-奥布阿西
67172||zh_cn|KHM0000OC000|柬埔寨|奥多棉吉|奥多棉吉||柬埔寨-奥多棉吉
67173||zh_cn|AUS0WAALH000|澳大利亚|西澳大利亚|奥尔巴尼|奥尔巴尼|澳大利亚-西澳大利亚-奥尔巴尼
67174||zh_cn|USA0NYCVO000|美国|纽约|奥尔巴尼|奥尔巴尼|美国-纽约-奥尔巴尼
67175||zh_cn|USA0NYALB000|美国|纽约|奥尔巴尼|奥尔巴尼|美国-纽约-奥尔巴尼
67176||zh_cn|USA0GAABY000|美国|佐治亚|奥尔巴尼|奥尔巴尼|美国-佐治亚-奥尔巴尼
67177||zh_cn|ITA000OLB000|意大利|奥尔比亚|奥尔比亚||意大利-奥尔比亚
67178||zh_cn|USA0MEOLD000|美国|缅因|奥尔德城|奥尔德城|美国-缅因-奥尔德城
67179||zh_cn|USA0AKOLH000|美国|阿拉斯加|奥尔德港|奥尔德港|美国-阿拉斯加-奥尔德港
67180||zh_cn|AND000005000|安道尔|奥尔迪诺|奥尔迪诺||安道尔-奥尔迪诺
67181||zh_cn|TUR000ORD000|土耳其|奥尔杜|奥尔杜||土耳其-奥尔杜
67182||zh_cn|USA0ILALN000|美国|伊利诺斯|奥尔顿|奥尔顿|美国-伊利诺斯-奥尔顿
67183||zh_cn|USA0AKKOY000|美国|阿拉斯加|奥尔加湾|奥尔加湾|美国-阿拉斯加-奥尔加湾
67184||zh_cn|CUB000011000|古巴|奥尔金|奥尔金||古巴-奥尔金
67185||zh_cn|FRA000ORR000|法国|奥尔良|奥尔良||法国-奥尔良
67186||zh_cn|USA0MDOLY000|美国|马里兰|奥尔尼|奥尔尼|美国-马里兰-奥尔尼
67187||zh_cn|POL000OLS000|波兰|奥尔什丁|奥尔什丁||波兰-奥尔什丁
67188||zh_cn|BOL000ALT000|玻利维亚|奥尔托|奥尔托||玻利维亚-奥尔托
67189||zh_cn|IRL0000OF000|爱尔兰|奥法利|奥法利||爱尔兰-奥法利
67190||zh_cn|MEX000OBR000|墨西哥|奥夫雷贡城|奥夫雷贡城||墨西哥-奥夫雷贡城
67191||zh_cn|USA0KSOVL000|美国|堪萨斯|奥弗兰公园|奥弗兰公园|美国-堪萨斯-奥弗兰公园
67192||zh_cn|USA0UTOGD000|美国|犹他|奥格登|奥格登|美国-犹他-奥格登
67193||zh_cn|USA0NYOGS000|美国|纽约|奥格登斯堡|奥格登斯堡|美国-纽约-奥格登斯堡
67194||zh_cn|LVA000OGR000|拉脱维亚|奥格雷|奥格雷||拉脱维亚-奥格雷
67195||zh_cn|DEU000AGB000|德国|奥格斯堡|奥格斯堡||德国-奥格斯堡
67196||zh_cn|USA0MEAUG000|美国|缅因|奥古斯塔|奥古斯塔|美国-缅因-奥古斯塔
67197||zh_cn|USA0GAAUT000|美国|佐治亚|奥古斯塔|奥古斯塔|美国-佐治亚-奥古斯塔
67198||zh_cn|AUS0SAPUG000|澳大利亚|南澳大利亚|奥古斯塔港|奥古斯塔港|澳大利亚-南澳大利亚-奥古斯塔港
67199||zh_cn|GAB0000OL000|加蓬|奥果韦-洛洛|奥果韦-洛洛||加蓬-奥果韦-洛洛
67200||zh_cn|GAB0000OI000|加蓬|奥果韦-伊温多|奥果韦-伊温多||加蓬-奥果韦-伊温多
67201||zh_cn|NAM0000OW000|纳米比亚|奥汉圭纳|奥汉圭纳||纳米比亚-奥汉圭纳
67202||zh_cn|DNK0000AR000|丹麦|奥胡斯|奥胡斯||丹麦-奥胡斯
67203||zh_cn|USA000OBE000|美国|奥基乔比|奥基乔比||美国-奥基乔比
67204||zh_cn|USA0NEOGA000|美国|内布拉斯加|奥加拉拉|奥加拉拉|美国-内布拉斯加-奥加拉拉
67205||zh_cn|USA0FLOCF000|美国|佛罗里达|奥卡拉|奥卡拉|美国-佛罗里达-奥卡拉
67206||zh_cn|NAM0000KV000|纳米比亚|奥卡万戈|奥卡万戈||纳米比亚-奥卡万戈
67207||zh_cn|HND0000OC000|洪都拉斯|奥科特佩克|奥科特佩克||洪都拉斯-奥科特佩克
67208||zh_cn|USA000NUW000|美国|奥克港|奥克港||美国-奥克港
67209||zh_cn|USA0WAODW000|美国|华盛顿|奥克港|奥克港|美国-华盛顿-奥克港
67210||zh_cn|USA0CAOAK000|美国|加利福尼亚|奥克兰|奥克兰|美国-加利福尼亚-奥克兰
67211||zh_cn|NZL000AUK000|新西兰|奥克兰|奥克兰||新西兰-奥克兰
67212||zh_cn|USA0OKOKM000|美国|俄克拉荷马|奥克马尔吉|奥克马尔吉|美国-俄克拉荷马-奥克马尔吉
67213||zh_cn|USA0CAOXR000|美国|加利福尼亚|奥克斯纳德|奥克斯纳德|美国-加利福尼亚-奥克斯纳德
67214||zh_cn|ROU0000OR000|罗马尼亚|奥拉迪亚|奥拉迪亚||罗马尼亚-奥拉迪亚
67215||zh_cn|DZA000ORA000|阿尔及利亚|奥兰|奥兰||阿尔及利亚-奥兰
67216||zh_cn|USA0FLORL000|美国|佛罗里达|奥兰多|奥兰多|美国-佛罗里达-奥兰多
67217||zh_cn|HND0000OL000|洪都拉斯|奥兰乔|奥兰乔||洪都拉斯-奥兰乔
67218||zh_cn|USA000OGB000|美国|奥兰治|奥兰治||美国-奥兰治
67219||zh_cn|MEX000ORI000|墨西哥|奥里萨巴|奥里萨巴||墨西哥-奥里萨巴
67220||zh_cn|ITA000QOS000|意大利|奥里斯塔诺|奥里斯塔诺||意大利-奥里斯塔诺
67221||zh_cn|USA0NYOLE000|美国|纽约|奥利安|奥利安|美国-纽约-奥利安
