id|code|country_pinyin|country_code|state_pinyin|state_code|city_pinyin|city_code|district_pinyin|district_code
36554|USA000ALI000|Mei Guo |USA||000|Ai Li Si |ALI||
36555|USA0AKPTC000|Mei Guo |USA|A La Si Jia |0AK|Ai Li Si Gang |PTC||
36556|USA0ALAIV000|Mei Guo |USA|A La Ba Ma |0AL|Ai Li Si Wei Er |AIV||
36557|ZAF000MAY000|Nan Fei |ZAF||000|Ai Li Fu Shan |MAY||
36558|USA0NYISP000|Mei Guo |USA|Niu Yue |0NY|Ai Si Li Pu |ISP||
36559|USA0NCAEV000|Mei Guo |USA|Bei Ka Luo Lai Na |0NC|Ai Xu Wei Er |AEV||
36560|ARE0000AL000|A La Bo Lian He Qiu Chang Guo |ARE||000|Ai Yin |0AL||
36561|DZA000ADE000|A Er Ji Li Ya |DZA||000|Ai Yin ·De Fu La |ADE||
36562|DZA000ATE000|A Er Ji Li Ya |DZA||000|Ai Yin ·Di Mu Shang Te |ATE||
36563|IND000AJL000|Yin Du |IND||000|Ai Zao Er |AJL||
36564|USA0IDIDA000|Mei Guo |USA|Ai Da He |0ID|Ai Da He Fu Er Si |IDA||
36565|USA000EDW000|Mei Guo |USA||000|Ai De Hua Kong Jun Ji Di |EDW||
36566|GBRSCTEDH000|Ying Guo |GBR|Su Ge Lan |SCT|Ai Ding Bao |EDH||
36567|ALB0000EL000|A Er Ba Ni Ya |ALB||000|Ai Er Ba Sang |0EL||
36568|DEU000ERF000|De Guo |DEU||000|Ai Er Fu Te |ERF||
36569|USA0CAJEM000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Ai Mo Li Wei Er |JEM||
36570|JPN000038000|Ri Ben |JPN||000|Ai Yuan |038||
36571|JPN000023000|Ri Ben |JPN||000|Ai Zhi |023||
36572|LVA000AIZ000|La Tuo Wei Ya |LVA||000|Ai Zi Ke Lao Ke Lei |AIZ||
36573|TLS0000AM000|Dong Di Wen |TLS||000|An Bei Nuo |0AM||
36574|USA0AKABL000|Mei Guo |USA|A La Si Jia |0AK|An Bu Le |ABL||
36575|KOR049ASG000|Han Guo |KOR|Jing Ji Dao |049|An Cheng Shi |ASG||
36576|USA0ORONO000|Mei Guo |USA|E Le Gang |0OR|An Da Lue |ONO||
36577|USA0CAONT000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|An Da Lue |ONT||
36578|AND000007000|An Dao Er |AND||000|An Dao Er Cheng |007||
36579|USA0SCADR000|Mei Guo |USA|Nan Ka Luo Lai Na |0SC|An De Lu Si |ADR||
36580|USA0TXAND000|Mei Guo |USA|De Ke Sa Si |0TX|An De Sen |AND||
36581|USA0SCAID000|Mei Guo |USA|Nan Ka Luo Lai Na |0SC|An De Sen |AID||
36582|USA000ANY000|Mei Guo |USA||000|An Dong Ni |ANY||
36583|KOR043ADG000|Han Guo |KOR|Qing Shang Bei Dao |043|An Dong Shi |ADG||
36584|USA000ANQ000|Mei Guo |USA||000|An Ge La Cheng |ANQ||
36585|USA000RFK000|Mei Guo |USA||000|An Gui La |RFK||
36586|USA0NMAXX000|Mei Guo |USA|Xin Mo Xi Ge |0NM|An Ji Er Fa E |AXX||
36587|USA0WACLM000|Mei Guo |USA|Hua Sheng Dun |0WA|An Ji Li Si Gang |CLM||
36588|UZB0000AN000|Wu Zi Bie Ke Si Tan |UZB||000|An Ji Yan |0AN||
36589|TUR000ANK000|Tu Er Qi |TUR||000|An Ka La |ANK||
36590|PER0000AN000|Mi Lu |PER||000|An Ka Shi |0AN||
36591|CHN061009029|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36592|CHN061009002|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36593|CHN061009021|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36594|CHN061009025|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36595|CHN061009023|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36596|CHN061009026|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36597|CHN061009022|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36598|CHN061009028|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36599|CHN061009027|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36600|CHN061009024|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36601|CHN061009000|Zhong Guo |CHN|Shan Xi |061|An Kang |009||
36602|ITA000AOI000|Yi Da Li |ITA||000|An Ke Na |AOI||
36603|USA0AKANC000|Mei Guo |USA|A La Si Jia |0AK|An Ke Lei Qi |ANC||
36604|JOR0000AM000|Yue Dan |JOR||000|An Man |0AM||
36605|DZA000AAE000|A Er Ji Li Ya |DZA||000|An Na Ba |AAE||
36606|USA0MDANP000|Mei Guo |USA|Ma Li Lan |0MD|An Na Bo Li Si |ANP||
36607|THA000037000|Tai Guo |THA||000|An Na Zha Nen |037||
36608|USA0MIARB000|Mei Guo |USA|Mi Xie Gen |0MI|An Na Bao |ARB||
36609|USA0MIANB000|Mei Guo |USA|Mi Xie Gen |0MI|An Ni Si Dun |ANB||
36610|USA0AKANN000|Mei Guo |USA|A La Si Jia |0AK|An Ni Te Dao |ANN||
36611|LKA000AMP000|Si Li Lan Ka |LKA||000|An Pa Lai |AMP||
36612|MDG0000AS000|Ma Da Jia Si Jia |MDG||000|An Qi La Na Na |0AS||
36613|USA000AHT000|Mei Guo |USA||000|An Qi Te Ka |AHT||
36614|CHN034008023|Zhong Guo |CHN|An Hui |034|An Qing |008||
36615|CHN034008003|Zhong Guo |CHN|An Hui |034|An Qing |008||
36616|CHN034008022|Zhong Guo |CHN|An Hui |034|An Qing |008||
36617|CHN034008024|Zhong Guo |CHN|An Hui |034|An Qing |008||
36618|CHN034008025|Zhong Guo |CHN|An Hui |034|An Qing |008||
36619|CHN034008081|Zhong Guo |CHN|An Hui |034|An Qing |008||
36620|CHN034008027|Zhong Guo |CHN|An Hui |034|An Qing |008||
36621|CHN034008026|Zhong Guo |CHN|An Hui |034|An Qing |008||
36622|CHN034008011|Zhong Guo |CHN|An Hui |034|An Qing |008||
36623|CHN034008002|Zhong Guo |CHN|An Hui |034|An Qing |008||
36624|CHN034008028|Zhong Guo |CHN|An Hui |034|An Qing |008||
36625|CHN034008000|Zhong Guo |CHN|An Hui |034|An Qing |008||
36626|ERI0000KE000|E Li Te Li Ya |ERI||000|An Sai Ba |0KE||
36627|KOR049ASN000|Han Guo |KOR|Jing Ji Dao |049|An Shan Shi |ASN||
36628|MYS0PKTAS000|Ma Lai Xi Ya |MYS|Pi Li |0PK|An Shun |TAS||
36629|CHN052004024|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36630|CHN052004021|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36631|CHN052004022|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36632|CHN052004002|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36633|CHN052004023|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36634|CHN052004025|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36635|CHN052004000|Zhong Guo |CHN|Gui Zhou |052|An Shun |004||
36636|DEU000ANS000|De Guo |DEU||000|An Si Ba Ge |ANS||
36637|USA000ANW000|Mei Guo |USA||000|An Si Wo Si |ANW||
36638|VEN00000B000|Wei Na Rui La |VEN||000|An Suo A Te Ji |00B||
36639|TUR000ANT000|Tu Er Qi |TUR||000|An Ta Li Ya |ANT||
36640|USA000ATE000|Mei Guo |USA||000|An Te Le Si |ATE||
36641|BEL000VAN000|Bi Li Shi |BEL||000|An Te Wei Pu |VAN||
36642|COL000ANT000|Ge Lun Bi Ya |COL||000|An Ti Ao Ji Ya |ANT||
36643|CHL0000AN000|Zhi Li |CHL||000|An Tuo Fa Jia Si Ta Da Qu |0AN||
36644|USA0AKANV000|Mei Guo |USA|A La Si Jia |0AK|An Wei Ke |ANV||
36645|CHN041005022|Zhong Guo |CHN|He Nan |041|An Yang |005||
36646|CHN041005003|Zhong Guo |CHN|He Nan |041|An Yang |005||
36647|CHN041005026|Zhong Guo |CHN|He Nan |041|An Yang |005||
36648|CHN041005081|Zhong Guo |CHN|He Nan |041|An Yang |005||
36649|CHN041005006|Zhong Guo |CHN|He Nan |041|An Yang |005||
36650|CHN041005027|Zhong Guo |CHN|He Nan |041|An Yang |005||
36651|CHN041005023|Zhong Guo |CHN|He Nan |041|An Yang |005||
36652|CHN041005002|Zhong Guo |CHN|He Nan |041|An Yang |005||
36653|CHN041005005|Zhong Guo |CHN|He Nan |041|An Yang |005||
36654|CHN041005000|Zhong Guo |CHN|He Nan |041|An Yang |005||
36655|KOR049ANY000|Han Guo |KOR|Jing Ji Dao |049|An Yang Shi |ANY||
36656|CHN021003081|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36657|CHN021003004|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36658|CHN021003011|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36659|CHN021003021|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36660|CHN021003002|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36661|CHN021003003|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36662|CHN021003023|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36663|CHN021003000|Zhong Guo |CHN|Liao Ning |021|An Shan |003||
36664|USA0AKAGN000|Mei Guo |USA|A La Si Jia |0AK|Ang Kun |AGN||
36665|UKR000051000|Wu Ke Lan |UKR||000|Ao De Sa |051||
36666|SVN000OKR000|Si Luo Wen Ni Ya |SVN||000|Ao Ba Er Nuo -Ke La |OKR||
36667|USA0ALAUN000|Mei Guo |USA|A La Ba Ma |0AL|Ao Ben |AUN||
36668|USA0MELEW000|Mei Guo |USA|Mian Yin |0ME|Ao Ben |LEW||
36669|DJI00000O000|Ji Bu Ti |DJI||000|Ao Bo Ke Qu |00O||
36670|NGA000OGB000|Ni Ri Li Ya |NGA||000|Ao Bo Mo Shao |OGB||
36671|GHA000OBU000|Jia Na |GHA||000|Ao Bu A Xi |OBU||
36672|KHM0000OC000|Jian Pu Zhai |KHM||000|Ao Duo Mian Ji |0OC||
36673|AUS0WAALH000|Ao Da Li Ya |AUS|Xi Ao Da Li Ya |0WA|Ao Er Ba Ni |ALH||
36674|USA0NYCVO000|Mei Guo |USA|Niu Yue |0NY|Ao Er Ba Ni |CVO||
36675|USA0NYALB000|Mei Guo |USA|Niu Yue |0NY|Ao Er Ba Ni |ALB||
36676|USA0GAABY000|Mei Guo |USA|Zuo Zhi Ya |0GA|Ao Er Ba Ni |ABY||
36677|ITA000OLB000|Yi Da Li |ITA||000|Ao Er Bi Ya |OLB||
36678|USA0MEOLD000|Mei Guo |USA|Mian Yin |0ME|Ao Er De Cheng |OLD||
36679|USA0AKOLH000|Mei Guo |USA|A La Si Jia |0AK|Ao Er De Gang |OLH||
36680|AND000005000|An Dao Er |AND||000|Ao Er Di Nuo |005||
36681|TUR000ORD000|Tu Er Qi |TUR||000|Ao Er Du |ORD||
36682|USA0ILALN000|Mei Guo |USA|Yi Li Nuo Si |0IL|Ao Er Dun |ALN||
36683|USA0AKKOY000|Mei Guo |USA|A La Si Jia |0AK|Ao Er Jia Wan |KOY||
36684|CUB000011000|Gu Ba |CUB||000|Ao Er Jin |011||
36685|FRA000ORR000|Fa Guo |FRA||000|Ao Er Liang |ORR||
36686|USA0MDOLY000|Mei Guo |USA|Ma Li Lan |0MD|Ao Er Ni |OLY||
36687|POL000OLS000|Bo Lan |POL||000|Ao Er Shi Ding |OLS||
36688|BOL000ALT000|Bo Li Wei Ya |BOL||000|Ao Er Tuo |ALT||
36689|IRL0000OF000|Ai Er Lan |IRL||000|Ao Fa Li |0OF||
36690|MEX000OBR000|Mo Xi Ge |MEX||000|Ao Fu Lei Gong Cheng |OBR||
36691|USA0KSOVL000|Mei Guo |USA|Kan Sa Si |0KS|Ao Fu Lan Gong Yuan |OVL||
36692|USA0UTOGD000|Mei Guo |USA|You Ta |0UT|Ao Ge Deng |OGD||
36693|USA0NYOGS000|Mei Guo |USA|Niu Yue |0NY|Ao Ge Deng Si Bao |OGS||
36694|LVA000OGR000|La Tuo Wei Ya |LVA||000|Ao Ge Lei |OGR||
36695|DEU000AGB000|De Guo |DEU||000|Ao Ge Si Bao |AGB||
36696|USA0MEAUG000|Mei Guo |USA|Mian Yin |0ME|Ao Gu Si Ta |AUG||
36697|USA0GAAUT000|Mei Guo |USA|Zuo Zhi Ya |0GA|Ao Gu Si Ta |AUT||
36698|AUS0SAPUG000|Ao Da Li Ya |AUS|Nan Ao Da Li Ya |0SA|Ao Gu Si Ta Gang |PUG||
36699|GAB0000OL000|Jia Peng |GAB||000|Ao Guo Wei -Luo Luo |0OL||
36700|GAB0000OI000|Jia Peng |GAB||000|Ao Guo Wei -Yi Wen Duo |0OI||
36701|NAM0000OW000|Na Mi Bi Ya |NAM||000|Ao Han Gui Na |0OW||
36702|DNK0000AR000|Dan Mai |DNK||000|Ao Hu Si |0AR||
36703|USA000OBE000|Mei Guo |USA||000|Ao Ji Qiao Bi |OBE||
36704|USA0NEOGA000|Mei Guo |USA|Na Bu La Si Jia |0NE|Ao Jia La La |OGA||
36705|USA0FLOCF000|Mei Guo |USA|Fu Luo Li Da |0FL|Ao Ka La |OCF||
36706|NAM0000KV000|Na Mi Bi Ya |NAM||000|Ao Ka Wan Ge |0KV||
36707|HND0000OC000|Hong Du La Si |HND||000|Ao Ke Te Pei Ke |0OC||
36708|USA000NUW000|Mei Guo |USA||000|Ao Ke Gang |NUW||
36709|USA0WAODW000|Mei Guo |USA|Hua Sheng Dun |0WA|Ao Ke Gang |ODW||
36710|USA0CAOAK000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Ao Ke Lan |OAK||
36711|NZL000AUK000|Xin Xi Lan |NZL||000|Ao Ke Lan |AUK||
36712|USA0OKOKM000|Mei Guo |USA|E Ke La He Ma |0OK|Ao Ke Ma Er Ji |OKM||
36713|USA0CAOXR000|Mei Guo |USA|Jia Li Fu Ni Ya |0CA|Ao Ke Si Na De |OXR||
36714|ROU0000OR000|Luo Ma Ni Ya |ROU||000|Ao La Di Ya |0OR||
36715|DZA000ORA000|A Er Ji Li Ya |DZA||000|Ao Lan |ORA||
36716|USA0FLORL000|Mei Guo |USA|Fu Luo Li Da |0FL|Ao Lan Duo |ORL||
36717|HND0000OL000|Hong Du La Si |HND||000|Ao Lan Qiao |0OL||
36718|USA000OGB000|Mei Guo |USA||000|Ao Lan Zhi |OGB||
36719|MEX000ORI000|Mo Xi Ge |MEX||000|Ao Li Sa Ba |ORI||
36720|ITA000QOS000|Yi Da Li |ITA||000|Ao Li Si Ta Nuo |QOS||
36721|USA0NYOLE000|Mei Guo |USA|Niu Yue |0NY|Ao Li An |OLE||
36722|USA000OLV000|Mei Guo |USA||000|Ao Li Fu Bu Lang Qi |OLV||
36723|RUS000ORL000|E Luo Si |RUS||000|Ao Liao Er |ORL||
36724|USA0WAOLM000|Mei Guo |USA|Hua Sheng Dun |0WA|Ao Lin Pi Ya |OLM||
36725|FIN000OLU000|Fen Lan |FIN||000|Ao Lu |OLU||
36726|BOL000ORU000|Bo Li Wei Ya |BOL||000|Ao Lu Luo |ORU||
36727|RUS000ORE000|E Luo Si |RUS||000|Ao Lun Bao |ORE||
36728|ESP000ORE000|Xi Ban Ya |ESP||000|Ao Lun Sai |ORE||
36729|USA0COAUX000|Mei Guo |USA|Ke Luo La Duo |0CO|Ao Luo La |AUX||
36730|USA0ILAUZ000|Mei Guo |USA|Yi Li Nuo Si |0IL|Ao Luo La |AUZ||
36731|ETH0000OR000|Ai Sai E Bi Ya |ETH||000|Ao Luo Mi Ya |0OR||
36732|USA000OVE000|Mei Guo |USA||000|Ao Luo Wei Er |OVE||
36733|CZE0000OL000|Jie Ke |CZE||000|Ao Luo Mu Ci |0OL||
36734|USA0NEOMA000|Mei Guo |USA|Na Bu La Si Jia |0NE|Ao Ma Ha |OMA||
36735|NAM0000OK000|Na Mi Bi Ya |NAM||000|Ao Ma He Ke |0OK||
36736|USA000OMK000|Mei Guo |USA||000|Ao Ma Ke |OMK||
36737|NAM0000OT000|Na Mi Bi Ya |NAM||000|Ao Mu Sha Di |0OT||
36738|USA0ORONN000|Mei Guo |USA|E Le Gang |0OR|Ao Ni Ang Bei |ONN||
36739|USA0NYONH000|Mei Guo |USA|Niu Yue |0NY|Ao Ni Ang Ta |ONH||
36740|USA0FLONL000|Mei Guo |USA|Fu Luo Li Da |0FL|Ao Ni Er |ONL||
36741|USA0LAOPL000|Mei Guo |USA|Lu Yi Si An Na |0LA|Ao Po Lu Sa Si |OPL||
36742|NOR000005000|Nuo Wei |NOR||000|Ao Pu Lan |005||
36743|NAM0000OJ000|Na Mi Bi Ya |NAM||000|Ao Qiao Zong Di Yue Ba |0OJ||
36744|NAM0000ON000|Na Mi Bi Ya |NAM||000|Ao Sha Na |0ON||
36745|CAN000OSH000|Jia Na Da |CAN||000|Ao Sha Wa |OSH||
36746|KGZ00000O000|Ji Er Ji Si Si Tan |KGZ||000|Ao Shi |00O||
36747|USA0WIOKS000|Mei Guo |USA|Wei Si Kang Xing |0WI|Ao Shi Ke Shi |OKS||
36748|USA0WIOSH000|Mei Guo |USA|Wei Si Kang Xing |0WI|Ao Shi Ke Shi |OSH||
36749|USA0IAOOA000|Mei Guo |USA|Ai He Hua |0IA|Ao Si Ka Lu Sa |OOA||
36750|USA000OSC000|Mei Guo |USA||000|Ao Si Ke Da |OSC||
36751|SVN000OSR000|Si Luo Wen Ni Ya |SVN||000|Ao Si Lei De Nie Si Luo Wen |OSR||
36752|NOR000003000|Nuo Wei |NOR||000|Ao Si Lu Shi |003||
36753|ITA000AOT000|Yi Da Li |ITA||000|Ao Si Ta |AOT||
36754|POL000OSS000|Bo Lan |POL||000|Ao Si Te Luo Wen Ka |OSS||
36755|USA0TXAUS000|Mei Guo |USA|De Ke Sa Si |0TX|Ao Si Ting |AUS||
36756|USA0IAOTM000|Mei Guo |USA|Ai He Hua |0IA|Ao Ta Mu Wa |OTM||
36757|USA000OTO000|Mei Guo |USA||000|Ao Tuo |OTO||
36758|USA0MNOWA000|Mei Guo |USA|Ming Ni Su Da |0MN|Ao Wa Tong Na |OWA||
36759|USA0FLOEO000|Mei Guo |USA|Fu Luo Li Da |0FL|Ao Xi Ao La |OEO||
36760|HRV000014000|Ke Luo Di Ya |HRV||000|Ao Xi Ye Ke -Ba La Ni Ya |014||
36761|NAM0000OO000|Na Mi Bi Ya |NAM||000|Ao Xi Ke Tuo |0OO||
36762|USA0AKKOZ000|Mei Guo |USA|A La Si Jia |0AK|Ao Zi En Ji |KOZ||
36763|USA0TXOZA000|Mei Guo |USA|De Ke Sa Si |0TX|Ao Zuo Na |OZA||
36764|MYS0SLPJA000|Ma Lai Xi Ya |MYS|Xue Lan E |0SL|Ba Da Ling |PJA||
36765|LBR000GBA000|Li Bi Li Ya |LBR||000|Ba Bo Lu |GBA||
36766|USA0HINAX000|Mei Guo |USA|Xia Wei Yi |0HI|Ba Bo Si Jiao |NAX||
36767|ESP000BJZ000|Xi Ban Ya |ESP||000|Ba Da Huo Si |BJZ||
36768|MYS0KDPGT000|Ma Lai Xi Ya |MYS|Ji Da |0KD|Ba Dong De La |PGT||
36769|LKA000BAD000|Si Li Lan Ka |LKA||000|Ba Du Le |BAD||
36770|USA0SCBNL000|Mei Guo |USA|Nan Ka Luo Lai Na |0SC|Ba En Wei Er |BNL||
36771|USA0MDBAL000|Mei Guo |USA|Ma Li Lan |0MD|Ba Er De Mo |BAL||
36772|KAZ000BXH000|Ha Sa Ke Si Tan |KAZ||000|Ba Er Ka Shi |BXH||
36773|TKM00000B000|Tu Ku Man Si Tan |TKM||000|Ba Er Kan |00B||
36774|RUS000BAX000|E Luo Si |RUS||000|Ba Er Nao Er |BAX||
36775|TUR000BAR000|Tu Er Qi |TUR||000|Ba Er Teng |BAR||
36776|LVA000BAL000|La Tuo Wei Ya |LVA||000|Ba Er Wei |BAL||
36777|CIV0000BF000|Ke Te Di Wa |CIV||000|Ba Fen |0BF||
36778|KAZ000PAV000|Ha Sa Ke Si Tan |KAZ||000|Ba Fu Luo Da Er |PAV||
36779|USA0MEBHB000|Mei Guo |USA|Mian Yin |0ME|Ba Gang |BHB||
36780|USA0AZBGT000|Mei Guo |USA|Ya Li Sang Na |0AZ|Ba Ge Da |BGT||
36781|NPL0000BA000|Ni Bo Er |NPL||000|Ba Ge Ma Di |0BA||
36782|SAU0000BH000|Sha Te A La Bo |SAU||000|Ba Ha |0BH||
36783|TUN0000BJ000|Tu Ni Si |TUN||000|Ba Jie |0BJ||
36784|USA000BCJ000|Mei Guo |USA||000|Ba Ka Ge Lan De |BCJ||
36785|USA0AZBXK000|Mei Guo |USA|Ya Li Sang Na |0AZ|Ba Ke Ai |BXK||
36786|USA0AKBKC000|Mei Guo |USA|A La Si Jia |0AK|Ba Ke La |BKC||
36787|ROU0000BA000|Luo Ma Ni Ya |ROU||000|Ba Ke Wu |0BA||
36788|PRY0000PA000|Ba La Gui |PRY||000|Ba La Gua Li |0PA||
36789|ARG000PRA000|A Gen Ting |ARG||000|Ba La Na |PRA||
36790|BRA0000PR000|Ba Xi |BRA||000|Ba La Na |0PR||
36791|USA0AKBNF000|Mei Guo |USA|A La Si Jia |0AK|Ba La Nuo Fu |BNF||
36792|HUN0000BA000|Xiong Ya Li |HUN||000|Ba Lan Ni Ya |0BA||
36793|TUR000BAL000|Tu Er Qi |TUR||000|Ba Le Ke Ai Xi Er |BAL||
36794|ITA000PMO000|Yi Da Li |ITA||000|Ba Le Mo |PMO||
36795|BFA000BAL000|Bu Ji Na Fa Suo |BFA||000|Ba Lei |BAL||
36796|IDN0000BA000|Yin Du Ni Xi Ya |IDN||000|Ba Li |0BA||
36797|FRA000PAR000|Fa Guo |FRA||000|Ba Li |PAR||
36798|CAN000BAR000|Jia Na Da |CAN||000|Ba Li |BAR||
36799|ITA000BRI000|Yi Da Li |ITA||000|Ba Li |BRI||
36800|GUY0000BW000|Gui Ya Na |GUY||000|Ba Li Ma -Wa Yi Ni |0BW||
36801|VEN00000E000|Wei Na Rui La |VEN||000|Ba Li Na Si |00E||
36802|ESP000BLR000|Xi Ban Ya |ESP||000|Ba Li A Li |BLR||
36803|MEX000VHM000|Mo Xi Ge |MEX||000|Ba Li Cheng |VHM||
36804|ESP000VLL000|Xi Ban Ya |ESP||000|Ba Li Ya Duo Li De |VLL||
36805|KEN000BAR000|Ken Ni Ya |KEN||000|Ba Lin Ge |BAR||
36806|ESP000VLC000|Xi Ban Ya |ESP||000|Ba Lun Xi Ya |VLC||
36807|USA0AKBRW000|Mei Guo |USA|A La Si Jia |0AK|Ba Luo |BRW||
36808|MLI0000CD000|Ma Li |MLI||000|Ba Ma Ke Shou Du Qu |0CD||
36809|CAF0000BB000|Zhong Fei |CAF||000|Ba Ming Ji -Ban Ge Lan |0BB||
36810|BFA000BAM000|Bu Ji Na Fa Suo |BFA||000|Ba Mu |BAM||
36811|USA0FLECP000|Mei Guo |USA|Fu Luo Li Da |0FL|Ba Na Ma Cheng |ECP||
36812|CHN050013000|Zhong Guo |CHN|Chong Qing|050|Chong Qing|050|Ba Nan |013
36813|HUN0000BK000|Xiong Ya Li |HUN||000|Ba Qi -Ji Shi Kong |0BK||
36814|CHE0000BS000|Rui Shi |CHE||000|Ba Sai Er Cheng Shi |0BS||
36815|CHE0000BL000|Rui Shi |CHE||000|Ba Sai Er Xiang Cun |0BL||
36816|ESP000BCN000|Xi Ban Ya |ESP||000|Ba Sai Luo Na |BCN||
36817|THA000077000|Tai Guo |THA||000|Ba Shu |077||
36818|GBRENGBAS000|Ying Guo |GBR|Ying Ge Lan |ENG|Ba Si |BAS||
36819|USA0AKBTI000|Mei Guo |USA|A La Si Jia |0AK|Ba Te Dao |BTI||
36820|USA0MIBTL000|Mei Guo |USA|Mi Xie Gen |0MI|Ba Te Er Ke Li Ke |BTL||
36821|USA0NVBAM000|Mei Guo |USA|Na Hua Da |0NV|Ba Te Er Mang Ting |BAM||
36822|USA0OKBVO000|Mei Guo |USA|E Ke La He Ma |0OK|Ba Te Er Si Wei Er |BVO||
36823|KGZ00000B000|Ji Er Ji Si Si Tan |KGZ||000|Ba Te Ken |00B||
36824|USA0KYBUM000|Mei Guo |USA|Ken Ta Ji |0KY|Ba Te Le |BUM||
36825|TUR000BAT000|Tu Er Qi |TUR||000|Ba Te Man |BAT||
36826|DZA000BAT000|A Er Ji Li Ya |DZA||000|Ba Te Na |BAT||
36827|OMN0000BA000|A Man |OMN||000|Ba Ti Nai Di Qu |0BA||
36828|USA0LABTR000|Mei Guo |USA|Lu Yi Si An Na |0LA|Ba Tun Lu Ri |BTR||
36829|THA000013000|Tai Guo |THA||000|Ba Tun Ta Ni |013||
36830|USA0FLBOW000|Mei Guo |USA|Fu Luo Li Da |0FL|Ba Tuo |BOW||
36831|BFA000BAN000|Bu Ji Na Fa Suo |BFA||000|Ba Wa |BAN||
36832|MYS0KNPPU000|Ma Lai Xi Ya |MYS|Ji Lan Dan |0KN|Ba Xi Fu Di |PPU||
36833|BRA000BSB000|Ba Xi |BRA||000|Ba Xi Li Ya |BSB||
36834|MYS0KNPMA000|Ma Lai Xi Ya |MYS|Ji Lan Dan |0KN|Ba Xi Ma |PMA||
36835|MEX000PVR000|Mo Xi Ge |MEX||000|Ba Ya Er Ta Gang |PVR||
36836|ROU0000BM000|Luo Ma Ni Ya |ROU||000|Ba Ya Ma Lei |0BM||
36837|MNG000069000|Meng Gu |MNG||000|Ba Yan Hong Ge Er |069||
36838|CHN015008022|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36839|CHN015008026|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36840|CHN015008002|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36841|CHN015008025|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36842|CHN015008023|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36843|CHN015008024|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36844|CHN015008021|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36845|CHN015008000|Zhong Guo |CHN|Na Meng Gu |015|Ba Yan Ne Er |008||
36846|MNG000071000|Meng Gu |MNG||000|Ba Yan Wu Le Gai |071||
36847|TUR000BAY000|Tu Er Qi |TUR||000|Ba Yi Bu Er Te |BAY||
36848|BRA0000BA000|Ba Xi |BRA||000|Ba Yi Ya |0BA||
36849|CHN065028029|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36850|CHN065028027|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36851|CHN065028028|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36852|CHN065028001|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36853|CHN065028022|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36854|CHN065028025|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36855|CHN065028024|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36856|CHN065028023|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36857|CHN065028026|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36858|CHN065028000|Zhong Guo |CHN|Xin Jiang |065|Ba Yin Guo Leng |028||
36859|BFA000BAZ000|Bu Ji Na Fa Suo |BFA||000|Ba Ze Jia |BAZ||
36860|THA000025000|Tai Guo |THA||000|Ba Zhen |025||
